RowNumber,CustomerId,Surname,education,Geography,Gender,Age,Tenure,marital,IsActiveMember,EstimatedSalary,HasApp,HasLoan,HasInsurance,HasCrCard,NumOfProducts
7004,15715750,Okeke,tertiary,Accra,Female,25,0,married,0,53072.49,1,0,1,1,3
7005,15571121,Kodilinyechukwu,tertiary,Accra,Female,25,0,single,1,3159.15,1,0,1,1,3
7006,15726466,Esposito,secondary,Accra,Male,25,0,married,0,125920.54,0,0,1,0,1
7007,15660390,Boyle,secondary,Accra,Female,25,0,divorced,1,124113.04,0,0,0,0,0
7008,15663942,Hsiung,tertiary,Accra,Female,25,0,single,0,93716.38,1,0,1,0,2
7009,15638610,Kennedy,secondary,Accra,Female,25,0,married,0,155799.86,0,0,0,1,1
7010,15644446,Norton,secondary,Accra,Female,25,0,married,1,8814.69,0,0,1,1,2
7011,15585892,Zakharov,secondary,Accra,Female,25,0,married,0,164453.98,0,0,0,0,0
7012,15609356,Chimaraoke,tertiary,Accra,Female,25,0,single,0,87803.32,1,0,1,0,2
7013,15803378,Small,primary,Accra,Male,25,0,married,1,183617.32,0,0,1,0,1
7014,15599440,McGregor,tertiary,Accra,Female,25,0,single,0,53584.03,1,0,1,1,3
7015,15692408,Brown,secondary,Accra,Female,25,0,married,1,1950.93,0,0,1,1,2
7016,15683168,Frederickson,secondary,Accra,Female,25,0,married,1,175025.27,0,0,1,1,2
7017,15790254,Wood,secondary,Accra,Male,25,0,divorced,1,13018.96,0,0,1,0,1
7018,15767729,Smith,secondary,Accra,Male,25,0,married,1,42537.59,0,0,1,1,2
7019,15768600,Harris,unknown,Accra,Male,25,0,married,0,62989.82,0,0,1,0,1
7020,15699839,Hall,secondary,Accra,Male,25,0,married,1,71692.8,0,0,1,1,2
7021,15786237,Pickworth,secondary,Accra,Male,25,0,married,0,823.96,0,0,0,0,0
7022,15694530,Porter,secondary,Accra,Male,25,0,single,1,169469.3,0,0,0,1,1
7023,15796813,Storey,secondary,Accra,Male,25,0,married,0,150159.95,0,0,0,0,0
7024,15605791,Li,secondary,Accra,Male,25,0,married,0,32063.3,0,0,1,1,2
7025,15714087,McGill,secondary,Accra,Female,25,0,married,0,68794.15,0,0,0,0,0
7026,15711446,Sinclair,tertiary,Accra,Female,25,0,married,0,75084.96,1,0,1,0,2
7027,15588123,Horton,primary,Accra,Female,25,0,married,1,114685.92,0,0,1,1,2
7028,15748552,Sal,secondary,Accra,Male,25,0,married,0,143665.44,0,0,0,1,1
7029,15618410,Murray,secondary,Accra,Male,25,0,single,0,51099.56,0,0,0,1,1
7030,15672432,Giles,secondary,Accra,Female,25,0,married,0,5408.74,0,0,0,1,1
7031,15610042,Brown,secondary,Accra,Male,25,0,married,0,103006.27,0,0,0,1,1
7032,15580914,Okechukwu,secondary,Accra,Male,25,0,married,1,44147.95,0,0,1,1,2
7033,15583680,White,secondary,Accra,Male,25,0,married,1,149278.96,0,0,0,1,1
7034,15813718,Kirillova,secondary,Accra,Male,25,0,single,0,193009.21,0,0,1,1,2
7035,15767264,Lawson,secondary,Accra,Male,25,0,single,0,74898.8,0,0,1,1,2
7036,15686461,Sarratt,primary,Accra,Female,25,0,married,1,116253.1,0,0,1,0,1
7037,15678882,Hay,secondary,Accra,Male,25,0,single,0,19374.08,0,0,1,0,1
7038,15789611,Lin,secondary,Accra,Male,25,0,married,0,64516.8,0,0,1,0,1
7039,15668679,Ozerova,primary,Accra,Male,25,0,single,1,34475.14,0,0,1,0,1
7040,15631685,Lambert,unknown,Accra,Male,25,0,single,1,57061.71,0,0,1,1,2
7041,15655658,Bulgakov,secondary,Accra,Female,25,0,divorced,1,32301.88,0,0,0,1,1
7042,15753591,He,tertiary,Accra,Male,25,0,married,0,136859.55,1,0,1,1,3
7043,15617348,Uchechukwu,secondary,Accra,Male,25,0,married,0,69244.24,0,0,0,1,1
7044,15704581,Robertson,secondary,Accra,Male,25,0,divorced,1,156309.52,0,0,0,1,1
7045,15738487,Leworthy,secondary,Accra,Male,25,0,married,0,4989.33,0,0,1,0,1
7046,15648069,Onyemachukwu,secondary,Accra,Female,25,0,single,1,190194.95,0,0,1,0,1
7047,15737627,Rivero,primary,Accra,Female,25,0,married,0,3529.72,0,0,1,0,1
7048,15731586,Lai,secondary,Accra,Female,25,0,married,0,81778.72,0,0,1,0,1
7049,15757467,Feng,unknown,Accra,Male,25,0,married,1,39297.48,0,0,0,1,1
7050,15597709,Hornung,secondary,Accra,Female,25,0,married,0,176614.86,0,0,1,1,2
7051,15720529,Schiavone,secondary,Accra,Male,25,0,divorced,1,108684.65,0,0,0,1,1
7052,15596797,Barnet,primary,Accra,Male,25,0,married,1,145764.4,0,0,1,0,1
7053,15681755,Dennys,secondary,Accra,Female,25,0,married,1,42135.28,0,0,0,0,0
7054,15815271,Ritchie,tertiary,Accra,Male,25,0,single,0,16929.41,1,0,1,1,3
7055,15682860,Lo,secondary,Accra,Male,25,4,single,0,104393.78,0,0,0,1,1
7056,15621546,Yuriev,secondary,Accra,Female,25,4,divorced,1,192717.57,0,0,0,0,0
7057,15705918,Howarth,tertiary,Accra,Male,25,4,single,1,59650.42,1,0,1,1,3
7058,15684512,Gibson,secondary,Accra,Female,25,4,married,1,63729.72,0,0,1,0,1
7059,15671769,Zikoranachidimma,secondary,Accra,Female,25,4,married,1,73679.59,0,0,1,0,1
7060,15642934,Mason,secondary,Accra,Female,25,4,married,0,174969.92,0,0,1,0,1
7061,15594305,Rizzo,secondary,Accra,Female,25,1,married,0,1703.58,0,0,0,0,0
7062,15789201,Thomson,secondary,Accra,Female,25,1,single,0,163181.62,0,0,0,0,0
7063,15706762,Ignatyev,primary,Accra,Female,25,1,married,1,52319.26,0,0,1,1,2
7064,15766183,Ferguson,primary,Accra,Male,25,1,married,1,51672.08,0,0,0,1,1
7065,15777994,Woods,secondary,Accra,Female,25,1,single,1,145355.11,0,0,0,0,0
7066,15568162,Sung,secondary,Accra,Male,25,1,single,1,51711.57,0,0,0,0,0
7067,15680643,Lo,secondary,Accra,Female,25,1,single,1,149535.97,0,0,1,1,2
7068,15761854,Burn,secondary,Accra,Female,25,1,married,1,94105,0,0,1,1,2
7069,15730793,Russell,secondary,Accra,Female,25,1,married,1,155905.79,0,0,1,0,1
7070,15692137,Jen,tertiary,Accra,Female,25,1,single,1,138380.11,1,0,1,0,2
7071,15608595,Lo Duca,secondary,Accra,Female,25,1,married,1,97734.3,0,0,1,0,1
7072,15709459,Oluchi,secondary,Accra,Female,25,1,married,1,173576.71,0,0,0,1,1
7073,15775750,Yao,secondary,Accra,Male,25,1,single,0,27596.39,0,0,0,0,0
7074,15585855,Gould,secondary,Accra,Male,25,1,single,1,16897.19,0,0,0,1,1
7075,15752139,Salter,secondary,Accra,Male,25,1,married,0,36895.99,0,0,0,1,1
7076,15768295,Warner,secondary,Accra,Female,25,1,married,1,113046.81,0,0,0,0,0
7077,15766906,Salier,secondary,Accra,Female,25,1,married,0,129933.5,0,0,0,1,1
7078,15725776,Lazar,primary,Accra,Male,25,1,divorced,0,133091.32,0,0,0,0,0
7079,15682576,Onyenachiya,primary,Accra,Male,25,1,single,1,106282.74,0,0,1,0,1
7080,15704081,Findlay,secondary,Accra,Male,25,5,single,1,57862.88,0,0,1,0,1
7081,15719940,Gibbons,secondary,Accra,Female,25,5,married,0,12628.61,0,0,0,1,1
7082,15672894,McCawley,unknown,Accra,Female,25,5,married,0,198914.8,0,0,0,1,1
7083,15667451,Taylor,secondary,Accra,Male,25,5,single,1,109127.54,0,0,1,0,1
7084,15636767,Yang,primary,Accra,Female,25,5,single,1,22487.45,0,0,0,0,0
7085,15571415,Okwudiliolisa,primary,Accra,Male,25,5,married,0,46791.09,0,0,0,0,0
7086,15575605,Napolitano,secondary,Accra,Male,25,5,married,1,158697.28,0,0,1,1,2
7087,15649160,Vavilov,secondary,Accra,Female,25,5,married,1,194138.36,0,0,1,0,1
7088,15615832,Teague,tertiary,Accra,Female,25,5,married,1,35177.31,1,0,1,0,2
7089,15600975,Chiemenam,primary,Accra,Female,25,5,married,0,157015.5,0,0,0,0,0
7090,15690772,Hughes,secondary,Accra,Female,25,5,married,1,136551.25,0,0,1,1,2
7091,15565714,Cattaneo,secondary,Accra,Male,25,5,married,1,96517.97,0,0,1,0,1
7092,15763108,Davis,secondary,Accra,Male,25,5,married,0,93629.66,0,0,0,0,0
7093,15723884,Nekrasova,unknown,Accra,Male,25,5,divorced,0,96097.65,0,0,0,0,0
7094,15644453,Loggia,tertiary,Accra,Female,25,5,married,0,156476.36,1,0,1,0,2
7095,15655464,Combes,secondary,Accra,Female,25,5,single,1,42964.63,0,0,1,1,2
7096,15783883,Onwuka,primary,Accra,Female,25,5,divorced,0,122021.33,0,0,0,0,0
7097,15787693,Kharlamov,tertiary,Accra,Male,25,5,single,0,56311.39,1,0,1,1,3
7098,15664793,Scott,secondary,Accra,Female,25,5,single,1,150685.52,0,0,0,1,1
7099,15642391,Lettiere,tertiary,Accra,Male,25,5,married,0,177740.58,1,0,1,0,2
7100,15756538,Osonduagwuike,tertiary,Accra,Female,25,5,single,1,71492.28,1,0,1,0,2
7101,15668830,Wan,secondary,Accra,Male,25,5,married,0,104492.83,0,0,1,1,2
7102,15796569,Donaldson,secondary,Accra,Female,25,5,divorced,1,47729.33,0,0,0,1,1
7103,15677112,Chukwufumnanya,secondary,Accra,Male,25,5,single,0,97593.16,0,0,0,0,0
7104,15815040,Ma,primary,Accra,Female,25,5,married,1,186869.58,0,0,1,0,1
7105,15590434,Alexander,secondary,Accra,Male,25,5,married,1,135227.23,0,0,0,1,1
7106,15597536,Nkemjika,secondary,Accra,Male,25,5,married,0,135244.87,0,0,1,0,1
7107,15723989,Carroll,primary,Accra,Male,25,5,married,1,179473.26,0,0,0,0,0
7108,15767358,Obioma,primary,Accra,Female,25,5,married,0,50610.62,0,0,1,1,2
7109,15594812,Campbell,unknown,Accra,Female,25,5,single,1,75232.02,0,0,0,1,1
7110,15688210,Sims,tertiary,Accra,Female,25,5,single,0,89205.54,1,0,1,0,2
7111,15681509,McKay,secondary,Accra,Female,25,5,single,1,61761.77,0,0,1,0,1
7112,15572390,Huang,secondary,Accra,Female,25,5,married,0,103921.43,0,0,0,0,0
7113,15801441,Campbell,tertiary,Accra,Female,25,5,single,1,198802.9,1,0,1,1,3
7114,15783859,Boni,secondary,Accra,Female,25,5,married,1,9617.24,0,0,0,0,0
7115,15575243,Gorbunova,secondary,Accra,Female,25,5,married,1,187905.12,0,0,1,0,1
7116,15773421,Genovese,tertiary,Accra,Female,25,5,married,0,121440.8,1,0,1,1,3
7117,15788776,Landor,secondary,Accra,Male,25,5,married,0,36292.94,0,0,0,0,0
7118,15765257,Meng,primary,Accra,Male,25,5,married,1,20432.09,0,0,1,0,1
7119,15661412,Wardell,tertiary,Accra,Male,25,5,married,0,187051.23,1,0,1,0,2
7120,15636478,Williams,secondary,Accra,Male,25,5,married,1,148689.13,0,0,1,1,2
7121,15603683,Ofodile,secondary,Accra,Female,25,5,married,0,125445.8,0,0,1,0,1
7122,15651868,Clark,secondary,Accra,Male,25,5,divorced,0,22736.06,0,0,1,1,2
7123,15815443,Lo,unknown,Accra,Female,25,5,married,0,54947.51,0,0,0,1,1
7124,15682686,Chukwuemeka,secondary,Accra,Female,25,5,married,1,167984.72,0,0,0,0,0
7125,15697460,Lai,secondary,Accra,Male,25,5,married,1,4802.27,0,0,1,0,1
7126,15748432,Arcuri,secondary,Accra,Female,25,5,married,1,72909.75,0,0,1,0,1
7127,15698271,Graham,secondary,Accra,Female,25,5,divorced,0,185488.81,0,0,0,1,1
7128,15808662,Krylov,secondary,Accra,Male,25,5,single,0,88407.51,0,0,0,0,0
7129,15690372,Henry,secondary,Accra,Male,25,5,married,0,184544.59,0,0,1,0,1
7130,15781875,Jamieson,tertiary,Accra,Male,25,5,single,1,136539.13,1,0,1,0,2
7131,15801473,Moore,secondary,Accra,Male,25,5,married,0,85045.92,0,0,1,1,2
7132,15704509,Tan,secondary,Accra,Male,25,5,married,0,85421.48,0,0,1,0,1
7133,15694666,Thornton,secondary,Accra,Male,25,5,single,1,119903.2,0,0,1,1,2
7134,15731166,Macleod,secondary,Accra,Female,25,5,married,1,138780.89,0,0,1,1,2
7135,15728523,Rizzo,secondary,Accra,Male,25,5,married,1,14789.9,0,0,0,1,1
7136,15788442,Chukwukadibia,tertiary,Accra,Female,25,5,married,1,131964.66,1,0,1,1,3
7137,15689781,Ts'ai,tertiary,Accra,Female,25,5,married,0,178709.98,1,0,1,0,2
7138,15764226,Lu,tertiary,Accra,Female,25,5,divorced,1,20344.84,1,0,1,0,2
7139,15809837,Kent,secondary,Accra,Female,25,5,single,1,172852.06,0,0,1,0,1
7140,15805212,Black,secondary,Accra,Female,25,5,married,1,103945.58,0,0,1,0,1
7141,15716082,Chukwubuikem,secondary,Accra,Male,25,5,married,0,183656.12,0,0,1,0,1
7142,15643056,McMillan,primary,Accra,Female,25,5,married,1,10333.78,0,0,0,0,0
7143,15654859,Ngozichukwuka,secondary,Accra,Female,25,5,single,0,122109.58,0,0,0,0,0
7144,15761158,Y?an,secondary,Accra,Female,25,5,married,1,125041.52,0,0,1,0,1
7145,15577515,Sung,unknown,Accra,Female,25,5,married,1,140003,0,0,1,0,1
7146,15723827,Macartney,secondary,Accra,Male,25,5,single,0,183171.47,0,0,0,1,1
7147,15646594,Ali,tertiary,Accra,Male,25,5,married,1,61128.29,1,0,1,0,2
7148,15712877,Morley,unknown,Accra,Male,25,5,single,0,52462.25,0,0,0,1,1
7149,15598802,Martin,unknown,Accra,Male,25,5,married,1,50839.85,0,0,1,1,2
7150,15699340,Okorie,secondary,Accra,Male,25,5,married,0,61240.87,0,0,1,0,1
7151,15691150,Ku,secondary,Accra,Female,25,5,divorced,1,127429.56,0,0,0,0,0
7152,15608688,Andreyeva,primary,Accra,Male,25,5,married,0,68343.08,0,0,1,0,1
7153,15737998,Cheng,tertiary,Accra,Male,25,5,divorced,0,126511.94,1,0,1,0,2
7154,15735837,Hsia,tertiary,Accra,Male,25,5,married,1,8559.66,1,0,1,1,3
7155,15659100,Lane,secondary,Accra,Male,25,5,divorced,0,147822.81,0,0,1,0,1
7156,15609070,Findlay,secondary,Accra,Male,25,5,married,1,39288.11,0,0,0,0,0
7157,15650313,Okonkwo,secondary,Accra,Male,25,5,married,1,85179.48,0,0,1,1,2
7158,15627699,Pirogova,secondary,Accra,Male,25,5,married,0,190019.61,0,0,0,1,1
7159,15591010,McDonald,tertiary,Accra,Male,25,5,single,0,96405.88,1,0,1,1,3
7160,15798895,Okonkwo,tertiary,Accra,Female,25,5,married,0,83342.73,1,0,1,0,2
7161,15745375,Nnanna,secondary,Accra,Male,25,5,married,0,161333.13,0,0,1,0,1
7162,15775235,Ku,primary,Accra,Female,25,5,married,0,81292.33,0,0,1,1,2
7163,15780088,Porter,primary,Accra,Male,25,5,married,0,177747.72,0,0,0,1,1
7164,15649379,Somayina,secondary,Accra,Female,25,5,married,1,187980.21,0,0,0,0,0
7165,15713983,Mao,secondary,Accra,Male,25,5,married,0,177235.21,0,0,1,1,2
7166,15709252,Fuller,secondary,Accra,Female,25,5,married,1,29835.37,0,0,0,1,1
7167,15699238,Craig,secondary,Accra,Female,25,5,married,0,80204.38,0,0,0,0,0
7168,15732884,Trevisano,primary,Accra,Male,25,5,married,0,189268.81,0,0,0,0,0
7169,15587297,Ruiz,secondary,Accra,Male,25,5,married,1,85411.01,0,0,1,0,1
7170,15684722,Fraser,secondary,Accra,Male,25,5,married,0,154360.97,0,0,0,1,1
7171,15621244,Gallo,tertiary,Accra,Male,25,5,single,1,84460.18,1,0,1,1,3
7172,15744273,Waterhouse,secondary,Accra,Male,25,5,married,0,65618.01,0,0,1,0,1
7173,15682540,Cremonesi,secondary,Accra,Female,25,5,married,1,112928.74,0,0,1,1,2
7174,15636521,Feng,secondary,Accra,Female,25,5,married,1,142210.94,0,0,1,1,2
7175,15785339,H?,secondary,Accra,Female,25,5,married,0,82559.77,0,0,0,0,0
7176,15638983,Jara,secondary,Accra,Female,25,5,married,0,127388.06,0,0,0,0,0
7177,15654625,Wilson,secondary,Accra,Male,25,5,married,1,10160.23,0,0,1,1,2
7178,15697310,O'Callaghan,tertiary,Accra,Female,25,5,married,0,64242.31,1,0,1,1,3
7179,15678210,Robson,secondary,Accra,Male,25,5,married,1,198355.28,0,0,0,1,1
7180,15575438,Pease,primary,Accra,Male,25,5,married,1,79323.61,0,0,0,0,0
7181,15632789,Maclean,secondary,Accra,Male,25,5,single,1,24113.91,0,0,0,0,0
7182,15621423,Lavrentyev,unknown,Accra,Female,25,5,single,0,41921.06,0,0,0,1,1
7183,15573520,Rhodes,secondary,Accra,Male,25,5,married,1,107472.99,0,0,1,1,2
7184,15740458,Murphy,secondary,Accra,Male,25,5,married,0,143859.66,0,0,0,0,0
7185,15762799,Alexander,tertiary,Accra,Male,25,5,married,1,104120.17,1,0,1,0,2
7186,15686885,Nekrasov,secondary,Accra,Male,25,5,married,1,79792.3,0,0,1,1,2
7187,15565996,Arnold,secondary,Accra,Male,25,5,married,1,154639.72,0,0,1,1,2
7188,15662152,Trevisan,tertiary,Accra,Female,25,5,single,0,57850.1,1,0,1,1,3
7189,15711742,Mason,secondary,Accra,Female,25,5,married,1,62868.33,0,0,1,0,1
7190,15701885,Tucker,secondary,Accra,Female,25,5,married,1,92357.21,0,0,1,0,1
7191,15774262,Hobson,secondary,Accra,Male,25,5,married,1,161083.53,0,0,1,0,1
7192,15567839,Gordon,secondary,Accra,Male,25,5,divorced,1,91429.74,0,0,0,0,0
7193,15644400,Anderson,secondary,Accra,Male,25,5,single,0,117031.2,0,0,0,0,0
7194,15797246,Terry,tertiary,Accra,Female,25,5,married,0,44857.4,1,0,1,0,2
7195,15778290,Lappin,secondary,Accra,Male,25,5,single,1,36483.52,0,0,0,1,1
7196,15708714,Santiago,secondary,Accra,Female,25,5,divorced,0,34045.61,0,0,0,0,0
7197,15586183,Wallace,tertiary,Accra,Female,25,5,single,0,59981.62,1,0,1,0,2
7198,15761733,King,secondary,Accra,Female,25,5,married,1,152944.39,0,0,0,0,0
7199,15773934,Fang,unknown,Accra,Male,25,5,married,0,66979.06,0,0,1,0,1
7200,15705343,May,secondary,Accra,Female,25,5,married,0,28797.32,0,0,1,0,1
7201,15593959,Travis,secondary,Accra,Male,25,5,married,1,51670.82,0,0,0,0,0
7202,15664615,Nnachetam,secondary,Accra,Female,25,5,married,1,41865.72,0,0,0,1,1
7203,15671014,Zhdanova,secondary,Accra,Female,25,5,married,1,96015.53,0,0,1,0,1
7204,15657778,Jefferson,secondary,Accra,Male,25,5,married,0,103914.4,0,0,1,0,1
7205,15585192,Cremonesi,primary,Accra,Male,25,5,married,0,89199.51,0,0,0,0,0
7206,15592914,Fang,tertiary,Accra,Female,25,5,single,1,48849.89,1,0,1,1,3
7207,15770995,Sinclair,tertiary,Accra,Female,25,5,married,0,197444.69,1,0,1,0,2
7208,15570990,Begley,secondary,Accra,Female,25,5,married,0,145160.96,0,0,1,0,1
7209,15596165,Degtyarev,secondary,Accra,Male,25,5,married,1,52309.8,0,0,0,1,1
7210,15788131,Atkins,secondary,Accra,Male,25,5,married,0,50695.93,0,0,1,0,1
7211,15800773,Ikenna,tertiary,Accra,Female,25,5,married,1,157891.11,1,0,1,0,2
7212,15690153,Sun,primary,Accra,Female,25,5,married,1,181850.74,0,0,1,1,2
7213,15638989,Lettiere,secondary,Accra,Female,25,5,single,0,51345.39,0,0,1,1,2
7214,15623210,Smith,unknown,Accra,Female,25,5,single,0,137519.92,0,0,0,1,1
7215,15652658,Finch,primary,Accra,Male,25,5,single,1,49653.37,0,0,0,0,0
7216,15684440,Monaldo,tertiary,Accra,Male,25,5,single,1,55867.38,1,0,1,1,3
7217,15730287,Ugonna,secondary,Accra,Male,25,5,married,0,172749.4,0,0,0,1,1
7218,15720353,Chiang,secondary,Accra,Male,25,5,married,0,90607.31,0,0,1,1,2
7219,15767231,Sun,secondary,Accra,Male,25,5,single,0,130861.95,0,0,1,1,2
7220,15761554,Blackburn,secondary,Accra,Male,25,5,married,0,5558.47,0,0,0,1,1
7221,15706637,Chang,secondary,Accra,Male,25,5,married,0,121537.91,0,0,1,1,2
7222,15690492,Palermo,secondary,Accra,Male,25,5,married,0,57128.78,0,0,0,0,0
7223,15694237,McEwan,tertiary,Accra,Male,25,5,single,0,19409.77,1,0,1,0,2
7224,15729771,Davide,secondary,Accra,Male,25,5,married,1,88604.89,0,0,0,1,1
7225,15609823,Chieloka,secondary,Accra,Female,25,5,married,0,479.54,0,0,1,0,1
7226,15793366,Humphreys,tertiary,Accra,Male,25,5,married,1,173837.54,1,0,1,0,2
7227,15614813,Cocci,secondary,Accra,Female,25,5,married,0,487.3,0,0,0,1,1
7228,15566495,Hanson,secondary,Accra,Female,25,5,married,0,35600.25,0,0,0,0,0
7229,15707602,Macleod,primary,Accra,Female,25,5,married,1,166929.43,0,0,0,1,1
7230,15635244,Ritchie,secondary,Accra,Female,25,5,married,1,98998.61,0,0,0,1,1
7231,15805627,Nebechukwu,tertiary,Accra,Male,25,5,divorced,1,54229.74,1,0,1,0,2
7232,15607986,Nnamutaezinwa,secondary,Accra,Male,25,5,divorced,1,105720.09,0,0,1,0,1
7233,15799785,Ikemefuna,secondary,Accra,Female,25,5,married,1,121151.46,0,0,0,1,1
7234,15699963,Scott,secondary,Accra,Male,25,5,married,1,154844.22,0,0,0,1,1
7235,15624595,Chiang,unknown,Accra,Female,25,5,divorced,1,18785.48,0,0,0,0,0
7236,15629750,Artyomova,tertiary,Accra,Male,25,5,married,0,64771.61,1,0,1,0,2
7237,15651460,Hsieh,primary,Accra,Male,25,5,married,1,16250.61,0,0,0,1,1
7238,15753550,Levien,primary,Accra,Female,25,5,married,0,131093.99,0,0,1,1,2
7239,15594133,Erskine,secondary,Accra,Male,25,5,married,0,129188.18,0,0,1,0,1
7240,15772329,Fiorentino,primary,Accra,Male,25,5,married,0,47428.73,0,0,0,1,1
7241,15591552,Okonkwo,unknown,Accra,Female,25,5,married,0,132973.21,0,0,1,1,2
7242,15750921,Monds,secondary,Accra,Male,25,5,married,1,84908.2,0,0,0,1,1
7243,15701687,Campbell,secondary,Accra,Male,25,5,divorced,0,57338.56,0,0,0,0,0
7244,15728906,Ibekwe,tertiary,Accra,Male,25,5,married,1,161579.85,1,0,1,0,2
7245,15670029,Marcelo,secondary,Accra,Female,25,5,single,0,122625.68,0,0,1,1,2
7246,15763579,Castro,secondary,Accra,Female,25,5,married,1,52909.87,0,0,1,1,2
7247,15728010,Capon,unknown,Accra,Male,25,5,married,1,170226.47,0,0,1,0,1
7248,15663194,Voronova,secondary,Accra,Female,25,5,married,1,191757.65,0,0,1,1,2
7249,15736510,Loggia,secondary,Accra,Female,25,5,divorced,0,66652.75,0,0,0,0,0
7250,15745804,Law,secondary,Accra,Male,25,5,married,1,195977.75,0,0,0,0,0
7251,15631451,Grant,secondary,Accra,Female,25,5,married,1,69056.26,0,0,1,1,2
7252,15746995,Greco,unknown,Accra,Male,25,5,single,0,12920.43,0,0,0,1,1
7253,15730673,Dietz,unknown,Accra,Male,25,5,married,0,138552.74,0,0,1,0,1
7254,15734649,Martel,primary,Accra,Female,25,5,married,0,22832.71,0,0,0,0,0
7255,15701081,Jarvis,secondary,Accra,Male,25,5,married,1,61811.1,0,0,1,0,1
7256,15632503,Meng,tertiary,Accra,Female,25,5,married,0,191604.27,1,0,1,0,2
7257,15585928,Hay,secondary,Accra,Female,25,5,single,1,25445,0,0,0,0,0
7258,15648681,Voronoff,secondary,Accra,Female,25,5,married,1,129964.56,0,0,1,1,2
7259,15747757,Trevascus,primary,Accra,Female,25,5,divorced,0,6209.51,0,0,1,1,2
7260,15718921,Ho,secondary,Accra,Male,25,5,married,1,134794.02,0,0,1,0,1
7261,15571081,Hansen,primary,Accra,Female,25,5,married,1,57549.65,0,0,0,1,1
7262,15734578,Craig,secondary,Accra,Female,25,5,married,1,28367.21,0,0,0,1,1
7263,15579583,Hall,primary,Accra,Female,25,5,married,1,51703.09,0,0,1,1,2
7264,15622729,Sun,secondary,Accra,Female,25,5,married,1,66602.7,0,0,1,1,2
7265,15662189,Durant,unknown,Accra,Male,25,5,divorced,1,2739.71,0,0,0,1,1
7266,15692718,Jackson,secondary,Accra,Female,25,5,single,0,69227.42,0,0,0,0,0
7267,15762716,Chigozie,tertiary,Accra,Female,25,5,married,0,31445.03,1,0,1,0,2
7268,15724851,Farmer,primary,Accra,Male,25,5,single,0,150037.19,0,0,0,0,0
7269,15587266,Douglas,tertiary,Accra,Female,25,5,single,1,111448.92,1,0,1,0,2
7270,15675926,Ardis,primary,Accra,Male,25,5,married,0,51226.32,0,0,0,0,0
7271,15706268,Smith,secondary,Accra,Male,25,5,single,1,53581.14,0,0,0,1,1
7272,15581871,Butler,secondary,Accra,Male,25,5,married,1,149697.78,0,0,1,0,1
7273,15666166,Pettry,secondary,Accra,Female,25,5,married,1,160348.31,0,0,0,0,0
7274,15671582,John,secondary,Accra,Male,25,5,single,1,154641.91,0,0,0,1,1
7275,15680901,Potter,secondary,Accra,Female,25,5,single,1,104331.76,0,0,1,0,1
7276,15642336,Shaw,secondary,Accra,Female,25,5,married,0,135630.32,0,0,0,1,1
7277,15653147,Boyle,secondary,Accra,Male,25,5,married,1,65361.66,0,0,1,0,1
7278,15571284,Elmore,secondary,Accra,Male,25,5,married,1,56176.31,0,0,0,0,0
7279,15591360,Udinesi,primary,Accra,Female,25,5,married,1,60059.47,0,0,1,1,2
7280,15810485,Sun,secondary,Accra,Male,25,5,divorced,0,51364.56,0,0,0,0,0
7281,15611973,Tuan,primary,Accra,Male,25,5,married,1,118752.6,0,0,1,0,1
7282,15735572,Lawrence,secondary,Accra,Male,25,5,married,1,116848.79,0,0,1,1,2
7283,15567860,Burrows,secondary,Accra,Female,25,5,divorced,0,45026.23,0,0,0,1,1
7284,15795690,Shao,tertiary,Accra,Male,25,5,single,1,189657.26,1,0,1,0,2
7285,15706464,White,secondary,Accra,Male,25,5,married,0,57213.46,0,0,0,1,1
7286,15725028,Chialuka,secondary,Accra,Male,25,5,single,1,63687.06,0,0,1,1,2
7287,15751167,Toscano,secondary,Accra,Female,25,5,single,1,58761.33,0,0,1,0,1
7288,15633944,McKay,secondary,Accra,Male,25,5,married,1,14187.78,0,0,1,1,2
7289,15672637,Voronkov,secondary,Accra,Female,25,5,single,0,145115.95,0,0,1,0,1
7290,15680895,Sal,secondary,Accra,Female,25,5,married,0,187718.26,0,0,0,0,0
7291,15793825,Ikechukwu,secondary,Accra,Male,25,5,married,0,27150.35,0,0,1,1,2
7292,15611318,Kruglova,primary,Accra,Male,25,5,married,0,111622.76,0,0,1,1,2
7293,15768474,Clements,secondary,Accra,Male,25,5,married,0,27244.35,0,0,0,0,0
7294,15716276,Kennedy,secondary,Accra,Female,25,5,married,0,57029.66,0,0,0,1,1
7295,15623668,Johnson,secondary,Accra,Male,25,5,married,0,25183.01,0,0,0,1,1
7296,15696361,Chung,secondary,Accra,Male,25,5,married,1,129980.93,0,0,0,0,0
7297,15607988,Garland,primary,Accra,Female,25,5,married,0,118716.63,0,0,1,1,2
7298,15637891,Docherty,primary,Accra,Female,25,5,married,1,20134.07,0,0,0,0,0
7299,15789865,Nnaife,primary,Accra,Male,25,5,divorced,1,190208.23,0,0,1,0,1
7300,15627190,Lettiere,unknown,Accra,Male,25,5,married,1,68021.9,0,0,1,1,2
7301,15788224,Sanderson,unknown,Accra,Male,25,5,married,0,110881.56,0,0,0,0,0
7302,15702149,Fomin,primary,Accra,Female,25,5,married,1,132480.75,0,0,1,0,1
7303,15708236,Wright,unknown,Accra,Female,25,5,married,1,7032.95,0,0,1,0,1
